Latitude,Longitude,Sample Date,red,blue,green,nir,swir16,swir22
-29.803611,30.516111,09-03-2012,9792.5,8752.5,9566.0,15451.5,14838.5,12144.0
-27.01011111,26.69808333,12-03-2012,9157.5,8793.0,9563.0,12422.5,10443.0,8906.5
-32.595833,19.009444,12-03-2012,11242.0,9187.0,10443.0,15213.0,15447.5,12938.0
-30.679722,26.7125,08-03-2012,11154.0,8790.0,9968.5,11657.5,8662.5,8038.0
-25.127778,27.628889,13-03-2012,10478.0,8869.0,9767.5,14310.0,16376.0,13148.0
-25.20639,27.558,13-03-2012,10040.0,8894.5,9914.0,14911.0,13081.0,10792.5
-24.69514,27.40906,13-03-2012,9734.0,8676.0,9570.5,14526.5,12488.0,10229.0
-28.747778,31.745833,13-03-2012,9085.5,8389.0,9339.0,17472.0,14076.0,10629.5
-27.00222,28.76528,13-03-2012,,,,,,
-26.970278,27.211111,13-03-2012,8537.0,8349.0,8804.5,8591.0,7894.0,7733.0
-26.648056,27.089444,13-03-2012,9655.0,8690.0,9515.0,15263.5,15357.5,11707.5
-27.169444,29.233889,13-03-2012,,,,,,
-26.880278,26.965,13-03-2012,9144.0,8536.5,9434.0,16637.0,13780.0,10487.0
-26.98472222,26.63227778,13-03-2012,10386.0,9035.5,9941.5,14846.5,15989.5,13078.0
-31.104278,29.399722,13-03-2012,9162.5,8563.0,9067.5,12751.5,11283.0,9569.0
-31.396,29.2651,13-03-2012,,,,,,
-33.501667,21.624167,13-03-2012,9812.5,8813.0,9961.5,15544.5,11148.0,9020.5
-29.161667,23.696389,14-03-2012,8849.0,8720.0,9557.0,8053.5,7709.5,7641.0
-28.801278,31.955389,14-03-2012,,,,,,
-28.141944,26.417778,14-03-2012,9426.5,8593.0,9259.0,14562.0,14340.5,11674.5
-28.1175,26.719444,14-03-2012,10241.0,9027.5,9854.0,13646.0,13672.0,11798.5
-27.398611,26.614722,15-03-2012,13153.5,12379.5,12980.0,17806.0,15105.5,12580.0
-29.161667,30.629722,15-03-2012,9529.5,8525.5,9461.0,14698.0,14548.0,11814.0
-27.671111,27.236944,15-03-2012,10076.5,8975.5,9754.0,14319.5,13749.5,11383.0
-29.033333,23.983333,14-03-2012,10575.0,9283.0,10354.5,16342.5,14333.5,11781.0
-27.902778,24.615556,15-03-2012,9521.0,8753.0,9782.0,15764.0,13461.0,10437.5
-27.573056,24.746389,16-03-2012,9627.5,8749.0,9609.5,14506.0,13478.5,10935.0
-30.86013889,29.07125,16-03-2012,10246.0,8831.0,9698.0,11742.0,12146.5,10156.0
-31.031389,28.883333,16-03-2012,9744.0,8724.5,9850.0,11292.5,10592.5,9155.5
-30.77586667,29.03221667,16-03-2012,10706.0,8895.0,9956.5,14205.0,15440.0,12645.5
-27.01011111,26.69808333,19-03-2012,9157.5,8793.0,9563.0,12422.5,10443.0,8906.5
-28.760833,17.730278,17-03-2012,,,,,,
-26.970278,27.211111,20-03-2012,8537.0,8349.0,8804.5,8591.0,7894.0,7733.0
-28.96362,19.15486,17-03-2012,,,,,,
-24.679167,30.8025,20-03-2012,10361.0,8696.0,9645.0,13650.0,15259.5,13099.0
-26.861111,28.884722,19-03-2012,10768.5,9510.0,10282.0,15840.0,14792.5,11856.0
-33.31388889,19.07472222,20-03-2012,9423.5,8603.0,9148.0,12944.0,12361.0,10449.0
-33.38056,19.30167,20-03-2012,,,,,,
-28.068333,31.55,20-03-2012,9728.0,8274.0,9404.0,15309.0,14606.0,12080.0
-28.44555556,32.325,21-03-2012,10869.0,8997.5,10500.5,17686.0,14681.5,11617.5
-24.183889,30.823889,21-03-2012,9774.5,8729.0,9585.5,13757.5,11804.0,9706.0
-29.161667,23.696389,21-03-2012,,,,,,
-27.602222,29.942778,21-03-2012,9412.0,8504.5,9419.0,15347.0,13723.0,11019.0
-33.13083,18.86278,21-03-2012,12085.0,9628.5,11178.5,15779.0,14861.5,12985.0
-30.398056,30.601944,23-03-2012,8466.0,8149.5,8851.5,17659.0,11621.0,9216.0
-30.27402,30.69602,23-03-2012,9848.5,8713.5,9625.0,16233.5,13917.0,11372.0
-29.641944,30.6875,26-03-2012,8089.5,7838.0,8353.5,13436.0,10521.5,8818.0
-25.99136,27.84208,26-03-2012,,,,,,
-29.758889,30.935278,26-03-2012,,,,,,
-29.987778,29.851667,26-03-2012,8498.5,8175.5,8901.5,17694.5,12672.5,9709.5
-26.98472222,26.63227778,26-03-2012,10386.0,9035.5,9941.5,14846.5,15989.5,13078.0
-33.818056,19.694722,26-03-2012,,,,,,
-25.127778,27.628889,27-03-2012,10478.0,8869.0,9767.5,14310.0,16376.0,13148.0
-25.20639,27.558,27-03-2012,10040.0,8894.5,9914.0,14911.0,13081.0,10792.5
-24.69514,27.40906,27-03-2012,9734.0,8676.0,9570.5,14526.5,12488.0,10229.0
-27.363611,31.783333,27-03-2012,8596.0,8039.0,8918.0,17685.0,12271.0,9381.0
-26.880278,26.965,27-03-2012,9144.0,8536.5,9434.0,16637.0,13780.0,10487.0
-26.648056,27.089444,27-03-2012,9655.0,8690.0,9515.0,15263.5,15357.5,11707.5
-27.573056,24.746389,27-03-2012,9627.5,8749.0,9609.5,14506.0,13478.5,10935.0
-28.768056,20.720556,27-03-2012,14168.5,12725.0,13635.5,17370.5,17530.5,15525.0
-34.039722,22.133333,27-03-2012,4579.5,4042.0,4708.5,7876.0,7140.5,5148.0
-34.031944,22.053333,27-03-2012,8718.0,8012.0,8599.0,11373.0,11165.0,9693.0
-25.45963889,28.26430556,27-03-2012,,,,,,
-34.075556,20.145556,27-03-2012,12048.5,9736.0,11056.0,16015.5,17648.5,14299.0
-30.398056,30.601944,28-03-2012,8448.0,7994.0,8781.0,17938.5,11495.0,8904.0
-30.27402,30.69602,28-03-2012,8768.5,8184.5,8951.5,14927.5,12187.0,9575.0
-29.380556,30.2775,28-03-2012,9197.0,8327.5,9081.0,15276.0,13581.5,10485.0
-25.81048333,27.90955222,28-03-2012,9604.5,8879.5,9586.5,13945.0,13687.5,11171.0
-26.45,28.085833,28-03-2012,10084.0,9032.0,9794.0,15667.0,14180.5,10960.0
-30.679722,26.7125,28-03-2012,11154.0,8790.0,9968.5,11657.5,8662.5,8038.0
-26.73806,27.59194,28-03-2012,,,,,,
-34.02861,22.22222,28-03-2012,8675.0,8073.0,8795.5,14283.0,12130.0,9738.5
-28.883333,27.89,28-03-2012,9977.0,9140.0,9792.0,13025.5,11714.5,10125.0
-28.69485,28.23487,28-03-2012,9693.5,9043.5,9651.0,14539.0,12643.0,10601.5
-29.615556,27.065278,28-03-2012,11021.5,9709.0,10638.5,13827.5,13021.0,11106.0
-27.273889,28.49,29-03-2012,,,,,,
-27.3,28.586944,29-03-2012,11752.5,9524.0,10672.0,15202.0,16623.5,13632.5
-25.447222,30.711667,28-03-2012,9051.0,8327.5,8938.0,14281.0,12444.5,10010.0
-30.160091,27.40124,29-03-2012,11259.0,9945.0,10694.0,14203.0,15062.0,12002.5
-30.336111,27.359444,29-03-2012,5096.0,4710.5,5084.0,4605.5,3826.5,3634.0
-27.4275,28.525833,30-03-2012,9897.0,8874.0,9480.0,13163.0,13578.0,11016.5
-28.376944,24.303056,29-03-2012,9859.0,9272.0,9959.0,14388.0,13909.5,11508.0
-27.902778,24.615556,30-03-2012,10682.5,9828.0,10889.0,18639.0,16637.0,12686.0
-30.679722,26.7125,30-03-2012,11154.0,8790.0,9968.5,11657.5,8662.5,8038.0
-28.760833,17.730278,01-04-2012,,,,,,
-31.000833,26.353056,30-03-2012,14427.0,13071.0,13938.0,18793.0,18423.0,16795.0
-28.735556,29.820556,02-04-2012,4560.5,4459.5,4767.0,4492.5,3855.0,3750.0
-29.380556,30.2775,02-04-2012,9197.0,8327.5,9081.0,15276.0,13581.5,10485.0
-30.398056,30.601944,02-04-2012,8448.0,7994.0,8781.0,17938.5,11495.0,8904.0
-25.99136,27.84208,02-04-2012,9538.5,8941.5,9646.0,15950.0,14216.0,10915.5
-34.065833,20.404167,03-04-2012,,,,,,
-23.658056,31.05,03-04-2012,10267.0,8800.0,9629.0,13753.0,13638.0,11794.5
-27.398611,26.614722,03-04-2012,13153.5,12379.5,12980.0,17806.0,15105.5,12580.0
-33.897778,20.012778,02-04-2012,8664.0,8185.0,8904.0,13667.0,10627.0,8752.0
-27.4,26.624722,03-04-2012,9440.0,9178.0,9537.0,11631.5,10499.5,9383.5
-25.45963889,28.26430556,03-04-2012,,,,,,
-27.671111,27.236944,03-04-2012,,,,,,
-29.161667,23.696389,04-04-2012,,,,,,
-28.404444,30.013056,04-04-2012,10820.5,9081.0,10130.0,14685.0,16651.0,13312.0
-25.81048333,27.90955222,04-04-2012,9569.5,8819.5,9579.0,13855.0,13813.0,11123.5
-27.02314,28.59389,04-04-2012,11808.5,10478.0,11389.0,13440.0,11721.0,10419.5
-27.937778,31.209444,04-04-2012,8660.0,8066.0,8848.0,15252.5,12188.0,9680.0
-27.4275,28.525833,04-04-2012,9897.0,8874.0,9480.0,13163.0,13578.0,11016.5
-27.3,28.586944,04-04-2012,11752.5,9524.0,10672.0,15202.0,16623.5,13632.5
-27.273889,28.49,04-04-2012,,,,,,
-26.880278,26.965,04-04-2012,9144.0,8536.5,9434.0,16637.0,13780.0,10487.0
-25.57877778,29.12747222,04-04-2012,10067.5,8755.5,9724.5,14610.5,15013.0,12373.5
-27.5275,30.858056,05-04-2012,9626.5,8507.0,9511.5,16016.0,14108.0,11021.0
-27.01011111,26.69808333,10-04-2012,9157.5,8793.0,9563.0,12422.5,10443.0,8906.5
-29.615556,27.065278,04-04-2012,11021.5,9709.0,10638.5,13827.5,13021.0,11106.0
-25.127778,27.628889,10-04-2012,10478.0,8869.0,9767.5,14310.0,16376.0,13148.0
-25.20639,27.558,10-04-2012,10040.0,8894.5,9914.0,14911.0,13081.0,10792.5
-24.69514,27.40906,10-04-2012,9734.0,8676.0,9570.5,14526.5,12488.0,10229.0
-26.98472222,26.63227778,10-04-2012,10386.0,9035.5,9941.5,14846.5,15989.5,13078.0
-26.861111,28.884722,10-04-2012,65535.0,65535.0,65535.0,65535.0,28992.0,24809.5
-26.73806,27.59194,10-04-2012,,,,,,
-29.161667,23.696389,11-04-2012,9125.0,9054.0,9928.5,8021.5,7596.0,7502.0
-28.747778,31.745833,11-04-2012,,,,,,
-27.00222,28.76528,11-04-2012,,,,,,
-26.03611,30.99778,11-04-2012,9419.0,8616.0,9443.0,14100.0,12525.0,10614.0
-26.648056,27.089444,11-04-2012,9655.0,8690.0,9515.0,15263.5,15357.5,11707.5
-29.615556,27.065278,11-04-2012,11021.5,9709.0,10638.5,13827.5,13021.0,11106.0
-26.970278,27.211111,11-04-2012,8537.0,8349.0,8804.5,8591.0,7894.0,7733.0
-28.116667,26.725278,11-04-2012,9690.5,8712.0,9474.0,14593.0,14307.0,11368.0
-28.141944,26.417778,11-04-2012,9353.0,8577.0,9252.0,14475.5,14198.0,11479.0
-34.250556,20.9925,11-04-2012,,,,,,
-28.7115,24.07288889,12-04-2012,10037.0,9073.0,9921.0,12872.0,12111.5,10357.5
-28.75,30.442778,12-04-2012,,,,,,
-29.161667,30.629722,12-04-2012,9686.5,9036.0,10019.5,17916.5,14670.0,10799.5
-27.38972222,26.46388889,12-04-2012,10737.5,9462.5,10507.5,10675.0,10415.5,9625.5
-28.801278,31.955389,12-04-2012,9509.5,8574.5,9488.0,15794.0,12881.5,10097.0
-27.398611,26.614722,12-04-2012,13153.5,12379.5,12980.0,17806.0,15105.5,12580.0
-28.116667,26.725278,12-04-2012,9690.5,8712.0,9474.0,14593.0,14307.0,11368.0
-28.1175,26.719444,12-04-2012,10307.5,9019.0,9852.0,13560.5,14033.0,11980.5
-28.376944,24.303056,12-04-2012,9710.0,8779.0,9699.0,12732.0,11675.5,10037.0
-29.615556,27.065278,12-04-2012,11021.5,9709.0,10638.5,13827.5,13021.0,11106.0
-27.671111,27.236944,12-04-2012,,,,,,
-33.31388889,19.07472222,12-04-2012,9085.0,8274.5,8908.0,12692.5,11545.0,9863.0
-27.902778,24.615556,13-04-2012,10682.5,9828.0,10889.0,18639.0,16637.0,12686.0
-27.573056,24.746389,13-04-2012,11777.5,10421.0,11320.5,17422.5,17514.5,14233.5
-25.49037,30.6986,13-04-2012,8770.0,8267.0,8950.0,14190.0,11921.5,9470.0
-33.7075,18.97444444,13-04-2012,4326.0,4059.0,4429.0,5261.0,4896.5,4288.0
-22.935,28.004167,17-04-2012,4753.5,4374.0,4856.5,4413.0,3895.0,3797.5
-25.99136,27.84208,16-04-2012,9538.5,8941.5,9646.0,15950.0,14216.0,10915.5
-22.91028,29.61111,17-04-2012,10464.0,9117.5,9985.0,14293.0,13432.0,10955.5
-28.760833,17.730278,15-04-2012,,,,,,
-25.681111,31.783333,17-04-2012,10242.0,8926.0,10059.0,13907.5,12452.5,11144.5
-25.67386,31.57527,17-04-2012,8690.0,8179.0,9099.0,17367.5,12718.0,9630.0
-24.058889,31.237222,17-04-2012,,,,,,
-28.735556,29.820556,17-04-2012,4560.5,4459.5,4767.0,4492.5,3855.0,3750.0
-26.45,28.085833,17-04-2012,10418.0,8914.5,9779.0,15924.0,14892.5,11449.0
-28.69485,28.23487,17-04-2012,9861.0,9173.0,9659.5,13708.0,12840.5,11038.0
-31.396,29.2651,17-04-2012,,,,,,
-28.883333,27.89,17-04-2012,9921.5,9144.0,9762.0,13563.5,12227.0,10596.0
-26.861111,28.884722,17-04-2012,11366.0,9907.0,10468.0,14377.0,16143.0,12851.5
-31.554722,29.245556,17-04-2012,,,,,,
-25.45963889,28.26430556,17-04-2012,,,,,,
-28.338333,31.373611,17-04-2012,8731.0,8017.0,8831.5,13947.5,12836.0,10290.0
-29.161667,23.696389,18-04-2012,9125.0,9054.0,9928.5,8021.5,7596.0,7502.0
-27.01011111,26.69808333,18-04-2012,8705.0,8153.0,8714.0,11286.0,10408.5,9166.0
-25.81048333,27.90955222,18-04-2012,9569.5,8819.5,9579.0,13855.0,13813.0,11123.5
-24.9675,31.516667,18-04-2012,9830.0,8743.5,9313.0,13515.5,14552.0,11781.0
-24.768889,31.39,18-04-2012,13405.0,10245.0,11934.5,17994.0,20121.5,17553.0
-24.282222,28.090278,18-04-2012,9423.0,8707.0,9454.0,14580.5,14379.0,11161.0
-27.00222,28.76528,18-04-2012,10519.0,9335.5,10024.5,11921.5,12756.0,10954.0
-27.38972222,26.46388889,18-04-2012,9061.0,8573.0,9272.0,9159.5,8259.0,8099.0
-26.970278,27.211111,18-04-2012,9138.5,8974.0,9340.5,8909.5,8044.5,7830.5
-26.648056,27.089444,18-04-2012,9954.0,8592.5,9431.5,14091.0,15687.0,12281.5
-26.880278,26.965,18-04-2012,10385.0,8613.5,9536.0,14036.0,15968.0,12425.0
-26.98472222,26.63227778,18-04-2012,10787.0,8930.0,9875.0,13692.5,15653.5,13723.0
-30.568333,29.422778,18-04-2012,,,,,,
-27.602222,29.942778,19-04-2012,10210.0,8980.0,9715.0,14768.0,14441.0,11491.5
-31.031389,28.883333,19-04-2012,9744.0,8724.5,9850.0,11292.5,10592.5,9155.5
-30.570833,29.150556,18-04-2012,10533.5,8699.5,9601.0,12739.5,14189.5,11833.0
-27.671111,27.236944,19-04-2012,10849.5,9760.0,10313.5,13525.0,13883.0,11694.5
-30.86013889,29.07125,19-04-2012,10246.0,8831.0,9698.0,11742.0,12146.5,10156.0
-33.13083,18.86278,19-04-2012,11420.0,9275.5,10722.0,14694.0,13029.5,11280.0
-29.140556,31.391944,20-04-2012,9892.5,9314.0,10096.0,14501.0,10613.0,9167.0
-29.7775,29.470833,23-04-2012,11284.0,8872.5,9785.0,14298.0,15402.0,12477.0
-27.573056,24.746389,22-04-2012,10208.5,8708.5,9743.5,13719.0,14321.0,11779.5
-29.987778,29.851667,23-04-2012,8498.5,8175.5,8901.5,17694.5,12672.5,9709.5
-29.160278,26.573333,23-04-2012,10783.0,9703.0,10350.0,13767.0,14136.0,11710.0
-29.744167,29.905833,23-04-2012,,,,,,
-26.73806,27.59194,23-04-2012,,,,,,
-29.1825,23.575556,23-04-2012,,,,,,
-33.501667,21.624167,23-04-2012,9812.5,8813.0,9961.5,15544.5,11148.0,9020.5
-24.679167,30.8025,24-04-2012,10361.0,8696.0,9645.0,13650.0,15259.5,13099.0
-33.818056,19.694722,23-04-2012,,,,,,
-28.7115,24.07288889,24-04-2012,10037.0,9073.0,9921.0,12872.0,12111.5,10357.5
-25.127778,27.628889,24-04-2012,4922.0,4548.5,4792.0,6756.5,7045.5,5556.0
-25.20639,27.558,24-04-2012,9774.0,9246.0,9892.5,14204.5,12143.0,9979.5
-27.363611,31.783333,24-04-2012,8596.0,8039.0,8918.0,17685.0,12271.0,9381.0
-26.880278,26.965,24-04-2012,10385.0,8613.5,9536.0,14036.0,15968.0,12425.0
-24.69514,27.40906,24-04-2012,10242.5,9047.5,9987.0,13909.0,12085.0,9869.5
-30.733889,29.828333,24-04-2012,9357.5,8453.0,9286.0,14813.0,13212.5,10304.5
-28.883333,27.89,24-04-2012,9921.5,9144.0,9762.0,13563.5,12227.0,10596.0
-24.183889,30.823889,25-04-2012,9774.5,8729.0,9585.5,13757.5,11804.0,9706.0
-29.615556,27.065278,24-04-2012,11021.5,9709.0,10638.5,13827.5,13021.0,11106.0
-29.161667,23.696389,25-04-2012,9125.0,9054.0,9928.5,8021.5,7596.0,7502.0
-27.937778,31.209444,25-04-2012,8660.0,8066.0,8848.0,15252.5,12188.0,9680.0
-22.769722,30.886944,25-04-2012,9668.0,8503.0,9247.0,14372.0,14209.0,11909.0
-26.905,32.324722,25-04-2012,7943.0,7668.0,8343.0,18207.0,11403.0,8730.0
-27.935,26.126667,25-04-2012,10361.0,8880.0,9592.0,12200.0,15494.0,13438.5
-30.398056,30.601944,26-04-2012,8448.0,7994.0,8781.0,17938.5,11495.0,8904.0
-34.075556,20.145556,25-04-2012,12048.5,9736.0,11056.0,16015.5,17648.5,14299.0
-30.27402,30.69602,26-04-2012,8768.5,8184.5,8951.5,14927.5,12187.0,9575.0
-30.160091,27.40124,26-04-2012,11259.0,9945.0,10694.0,14203.0,15062.0,12002.5
-29.803611,30.516111,27-04-2012,9589.0,8674.5,9585.0,15341.0,13137.0,10630.0
-34.005833,22.351111,26-04-2012,9146.5,8572.0,9335.5,15806.0,13178.0,10518.0
-30.679722,26.7125,26-04-2012,,,,,,
-29.758889,30.935278,28-04-2012,,,,,,
-28.760833,17.730278,29-04-2012,,,,,,
-29.380556,30.2775,30-04-2012,,,,,,
-34.065833,20.404167,01-05-2012,,,,,,
-25.99136,27.84208,30-04-2012,9820.5,9201.0,9689.0,13502.5,13952.5,11295.0
-25.45963889,28.26430556,01-05-2012,10013.0,9200.0,9773.0,14798.0,13801.0,11238.0
-26.006389,29.253889,01-05-2012,,,,,,
-33.897778,20.012778,01-05-2012,8664.0,8185.0,8904.0,13667.0,10627.0,8752.0
-25.81048333,27.90955222,02-05-2012,9869.0,9070.0,9655.0,13320.5,14096.0,11368.0
-29.161667,23.696389,02-05-2012,,,,,,
-26.861111,28.884722,02-05-2012,10784.0,9327.0,10038.5,13229.0,15833.0,13190.0
-27.00222,28.76528,03-05-2012,10519.0,9335.5,10024.5,11921.5,12756.0,10954.0
-24.925278,29.324444,03-05-2012,10089.0,9132.5,9662.5,13643.0,14803.5,12086.0
-28.058889,30.373611,02-05-2012,9992.5,9040.5,9866.0,14296.5,13920.5,11004.5
-29.033333,23.983333,02-05-2012,10287.0,9374.0,10061.5,15457.5,13031.0,10953.5
-27.398611,26.614722,03-05-2012,9250.5,8427.5,9164.0,14074.0,12550.5,10714.0
-27.4,26.624722,03-05-2012,9345.5,8571.5,9269.0,13551.0,12862.0,10650.0
-27.671111,27.236944,03-05-2012,10849.5,9760.0,10313.5,13525.0,13883.0,11694.5
-26.648056,27.089444,04-05-2012,9954.0,8592.5,9431.5,14091.0,15687.0,12281.5
-26.970278,27.211111,04-05-2012,9138.5,8974.0,9340.5,8909.5,8044.5,7830.5
-26.880278,26.965,04-05-2012,10385.0,8613.5,9536.0,14036.0,15968.0,12425.0
-27.01011111,26.69808333,07-05-2012,8705.0,8153.0,8714.0,11286.0,10408.5,9166.0
-26.98472222,26.63227778,07-05-2012,10787.0,8930.0,9875.0,13692.5,15653.5,13723.0
-26.45,28.085833,07-05-2012,11671.5,9634.0,10490.0,15192.0,17932.0,14046.0
-26.73806,27.59194,07-05-2012,,,,,,
-29.161667,23.696389,08-05-2012,,,,,,
-25.20639,27.558,08-05-2012,9774.0,9246.0,9892.5,14204.5,12143.0,9979.5
-32.502778,19.535833,07-05-2012,13687.5,9985.0,12002.0,16640.5,18863.0,16243.0
-25.127778,27.628889,08-05-2012,4922.0,4548.5,4792.0,6756.5,7045.5,5556.0
-26.648056,27.089444,08-05-2012,9954.0,8592.5,9431.5,14091.0,15687.0,12281.5
-24.69514,27.40906,08-05-2012,10242.5,9047.5,9987.0,13909.0,12085.0,9869.5
-28.747778,31.745833,08-05-2012,9801.0,8898.5,9833.5,16163.5,14189.5,10877.0
-27.169444,29.233889,08-05-2012,11050.0,9549.0,10382.0,14276.0,17950.0,14230.0
-26.970278,27.211111,08-05-2012,9138.5,8974.0,9340.5,8909.5,8044.5,7830.5
-26.880278,26.965,08-05-2012,10385.0,8613.5,9536.0,14036.0,15968.0,12425.0
-29.042222,24.6,08-05-2012,9608.5,9366.5,10125.0,10961.0,9509.0,8628.5
-28.116667,26.725278,08-05-2012,9914.0,8631.0,9369.0,13306.0,14449.0,11665.5
-28.141944,26.417778,08-05-2012,9589.0,8495.0,9058.0,12936.5,14420.0,11880.0
-25.57877778,29.12747222,08-05-2012,9628.5,9110.5,9473.5,12144.5,12142.0,10522.0
-28.460833,21.248889,08-05-2012,9374.0,8702.0,9526.0,13769.5,10912.5,9404.0
-29.161667,23.696389,09-05-2012,,,,,,
-31.396,29.2651,08-05-2012,9681.5,8655.0,9521.5,9832.0,9317.5,8937.5
-28.801278,31.955389,09-05-2012,9509.5,8574.5,9488.0,15794.0,12881.5,10097.0
-27.4275,28.525833,09-05-2012,12919.0,10085.0,11368.5,16661.0,18932.5,14917.0
-27.273889,28.49,09-05-2012,,,,,,
-25.49037,30.6986,09-05-2012,9180.0,8625.5,9140.0,14443.0,12732.0,10053.0
-27.398611,26.614722,09-05-2012,9250.5,8427.5,9164.0,14074.0,12550.5,10714.0
-27.3,28.586944,09-05-2012,11761.0,9566.0,10575.0,14343.0,16749.5,14034.0
-29.028629,24.638389,09-05-2012,10458.0,9569.5,10369.0,14753.5,13600.5,11635.0
-29.1825,23.575556,09-05-2012,10031.0,9370.5,10606.0,9945.5,8574.5,8114.0
-31.104278,29.399722,09-05-2012,8714.0,8136.0,8740.0,11740.0,10496.5,9144.0
-30.570833,29.150556,09-05-2012,10533.5,8699.5,9601.0,12739.5,14189.5,11833.0
-33.31388889,19.07472222,09-05-2012,9085.0,8274.5,8908.0,12692.5,11545.0,9863.0
-28.7115,24.07288889,10-05-2012,,,,,,
-29.140556,31.391944,10-05-2012,9817.0,9228.5,9995.5,14394.0,10901.5,9304.5
-29.161667,30.629722,10-05-2012,10110.0,8892.5,9692.5,13717.5,15414.5,13174.0
-28.75,30.442778,10-05-2012,12890.0,12372.0,12721.5,14604.0,14746.5,13207.5
-27.38972222,26.46388889,10-05-2012,9061.0,8573.0,9272.0,9159.5,8259.0,8099.0
-28.376944,24.303056,10-05-2012,9925.5,9304.0,9908.5,13725.0,13156.0,11043.0
-27.935,26.126667,10-05-2012,10361.0,8880.0,9592.0,12200.0,15494.0,13438.5
-27.671111,27.236944,10-05-2012,10849.5,9760.0,10313.5,13525.0,13883.0,11694.5
-30.77586667,29.03221667,10-05-2012,10706.0,8895.0,9956.5,14205.0,15440.0,12645.5
-30.86013889,29.07125,10-05-2012,10246.0,8831.0,9698.0,11742.0,12146.5,10156.0
-33.7075,18.97444444,10-05-2012,4326.0,4059.0,4429.0,5261.0,4896.5,4288.0
-31.031389,28.883333,10-05-2012,9744.0,8724.5,9850.0,11292.5,10592.5,9155.5
-28.44555556,32.325,19-04-2012,9266.5,8576.5,9445.0,17955.0,12606.0,9989.0
-31.554722,29.245556,12-05-2012,9044.0,8318.0,9345.0,17850.5,14308.0,10543.5
-33.72266667,18.61691667,10-05-2012,10736.5,9079.5,10101.5,14730.5,15762.0,12525.0
-27.902778,24.615556,11-05-2012,10623.0,9447.0,10343.5,15022.5,15573.0,12524.0
-25.99136,27.84208,14-05-2012,9820.5,9201.0,9689.0,13502.5,13952.5,11295.0
-26.861111,28.884722,14-05-2012,8959.5,8656.5,8834.5,9839.5,9584.5,8564.0
-26.45,28.085833,14-05-2012,11671.5,9634.0,10490.0,15192.0,17932.0,14046.0
-28.760833,17.730278,13-05-2012,22817.5,21531.0,22105.0,23472.5,18269.0,17009.0
-25.681111,31.783333,15-05-2012,10597.5,9486.5,10233.0,13542.0,12258.5,10870.0
-25.398889,31.610556,15-05-2012,10406.0,9291.5,10071.0,13905.5,14143.5,12222.5
-26.648056,27.089444,15-05-2012,9954.0,8592.5,9431.5,14091.0,15687.0,12281.5
-27.00222,28.76528,15-05-2012,,,,,,
-33.38056,19.30167,15-05-2012,,,,,,
-25.45963889,28.26430556,15-05-2012,10013.0,9200.0,9773.0,14798.0,13801.0,11238.0
-28.068333,31.55,15-05-2012,,,,,,
-25.81048333,27.90955222,16-05-2012,9869.0,9070.0,9655.0,13320.5,14096.0,11368.0
-24.768889,31.39,16-05-2012,13405.0,10245.0,11934.5,17994.0,20121.5,17553.0
-34.092222,21.295278,16-05-2012,,,,,,
-33.13083,18.86278,16-05-2012,11420.0,9275.5,10722.0,14694.0,13029.5,11280.0
-29.033333,23.983333,16-05-2012,10287.0,9374.0,10061.5,15457.5,13031.0,10953.5
-24.99328,30.81444,17-05-2012,9457.5,8175.0,8944.0,13903.0,13797.0,10933.0
-25.436111,31.982222,18-05-2012,10295.5,9154.5,10042.5,12925.5,13525.0,11586.0
-25.14944444,31.94055556,18-05-2012,12050.5,9457.0,10679.0,14435.0,17193.0,15531.0
-33.970833,22.548333,17-05-2012,8135.0,7897.5,8471.0,14582.0,10244.0,8459.0
-29.7775,29.470833,21-05-2012,11284.0,8872.5,9785.0,14298.0,15402.0,12477.0
-29.987778,29.851667,21-05-2012,8722.0,8120.0,8693.0,13974.5,11691.5,9682.0
-30.27402,30.69602,21-05-2012,8768.5,8184.5,8951.5,14927.5,12187.0,9575.0
-29.744167,29.905833,21-05-2012,18781.0,16776.0,17701.5,23062.0,25178.5,22990.5
-33.818056,19.694722,21-05-2012,,,,,,
-26.73806,27.59194,21-05-2012,,,,,,
-27.01011111,26.69808333,22-05-2012,8705.0,8153.0,8714.0,11286.0,10408.5,9166.0
-34.065833,20.404167,22-05-2012,,,,,,
-24.679167,30.8025,22-05-2012,10703.0,8706.0,9630.0,13297.5,15356.0,13524.0
-24.183889,30.823889,22-05-2012,9479.5,8602.0,9361.0,13878.0,11359.0,9916.0
-25.20639,27.558,22-05-2012,10222.0,9406.0,10066.0,13972.5,12541.5,10319.0
-24.69514,27.40906,22-05-2012,10242.5,9047.5,9987.0,13909.0,12085.0,9869.5
-27.363611,31.783333,22-05-2012,,,,,,
-25.127778,27.628889,22-05-2012,11175.5,9501.5,10118.0,13584.0,17195.5,14379.0
-30.733889,29.828333,22-05-2012,,,,,,
-26.98472222,26.63227778,22-05-2012,10787.0,8930.0,9875.0,13692.5,15653.5,13723.0
-26.880278,26.965,22-05-2012,10385.0,8613.5,9536.0,14036.0,15968.0,12425.0
-27.169444,29.233889,22-05-2012,11199.0,9245.0,10219.0,14240.5,18042.0,14477.0
-34.075556,20.145556,22-05-2012,10204.0,8735.5,9898.0,15717.5,14863.0,11809.0
