Latitude,Longitude,YearMonth,ndci
-28.445556,32.325,2012-09,
-28.75,30.442778,2012-06,
-29.161667,30.629722,2012-06,
-27.398611,26.614722,2012-06,
-27.671111,27.236944,2012-06,
-27.5275,30.858056,2011-08,
-27.4,26.624722,2012-06,
-25.99136,27.84208,2012-06,
-26.861111,28.884722,2012-06,
-31.554722,29.245556,2012-06,
-33.818056,19.694722,2012-06,
-27.935,26.126667,2012-06,
-29.658056,25.973333,2012-06,
-31.000833,26.353056,2012-06,
-30.534167,24.961944,2012-06,
-31.104278,29.399722,2012-06,
-34.075556,20.145556,2012-06,
-25.459639,28.264306,2012-06,
-28.068333,31.55,2012-06,
-25.810483,27.909552,2012-06,
-27.00222,28.76528,2012-06,
-30.568333,29.422778,2012-06,
-30.570833,29.150556,2012-06,
-26.905,32.324722,2012-06,
-27.602222,29.942778,2012-06,
-30.679722,26.7125,2012-06,
-30.160091,27.40124,2012-06,
-30.860139,29.07125,2012-06,
-27.010111,26.698083,2012-06,
-29.641944,30.6875,2012-06,
-26.648056,27.089444,2012-06,
-26.970278,27.211111,2012-06,
-26.880278,26.965,2012-06,
-26.984722,26.632278,2012-06,
-22.91028,29.61111,2012-06,
-29.7775,29.470833,2012-06,
-29.744167,29.905833,2012-06,
-26.45,28.085833,2012-06,
-34.065833,20.404167,2012-06,
-27.363611,31.783333,2012-06,
-30.733889,29.828333,2012-06,
-29.160278,26.573333,2012-06,
-29.028629,24.638389,2012-06,
-24.282222,28.090278,2012-06,
-25.681111,31.783333,2012-06,
-25.398889,31.610556,2012-06,
-30.398056,30.601944,2012-06,
-30.27402,30.69602,2012-06,
-29.615556,27.065278,2012-06,
-28.883333,27.89,2012-06,
-34.405833,19.600556,2012-06,
-24.670833,28.560833,2012-06,
-24.99328,30.81444,2012-06,
-24.768889,31.39,2012-06,
-27.802778,28.768333,2012-06,
-30.336111,27.359444,2012-06,
-33.501667,21.624167,2012-06,
-34.329722,18.990278,2012-06,
-25.436111,31.982222,2012-06,
-25.149444,31.940556,2012-06,
-29.803611,30.516111,2012-06,
-27.363611,31.783333,2015-11,0.3916033297140789
-28.760833,17.730278,2012-06,
-24.679167,30.8025,2012-06,
-25.362222,31.956667,2012-06,
-24.183889,30.823889,2012-06,
-29.758889,30.935278,2012-06,
-29.380556,30.2775,2012-06,
-34.039722,22.133333,2012-06,
-30.830556,26.921389,2012-06,
-24.058889,31.237222,2012-06,
-28.404444,30.013056,2012-06,
-34.031944,22.053333,2012-06,
-32.595833,19.009444,2012-06,
-28.058889,30.373611,2012-06,
-25.447222,30.711667,2012-06,
-31.860278,18.6875,2012-06,
-25.49037,30.6986,2012-06,
-25.127778,27.628889,2012-07,
-25.20639,27.558,2012-07,
-24.69514,27.40906,2012-07,
-28.747778,31.745833,2012-07,
-31.5653,18.3306,2012-07,
-24.396194,27.089833,2012-07,
-28.801278,31.955389,2012-07,
-27.935,26.126667,2012-07,
-28.141944,26.417778,2012-07,
-28.1175,26.719444,2012-07,
-28.75,30.442778,2012-07,
-29.161667,30.629722,2012-07,
-28.460833,21.248889,2012-07,
-34.092222,21.295278,2012-07,
-33.38056,19.30167,2012-07,
-27.4,26.624722,2012-07,
-27.573056,24.746389,2012-07,
-28.760833,17.730278,2012-07,
-29.028629,24.638389,2012-07,
-33.818056,19.694722,2012-07,
-26.861111,28.884722,2012-07,
-26.880278,26.965,2012-07,
-26.45,28.085833,2012-07,
-26.984722,26.632278,2012-07,
-28.69485,28.23487,2012-07,
-31.104278,29.399722,2012-07,
-31.396,29.2651,2012-07,
-34.075556,20.145556,2012-07,
-25.459639,28.264306,2012-07,
-28.338333,31.373611,2012-07,
-28.068333,31.55,2012-07,
-29.161667,23.696389,2012-07,
-25.810483,27.909552,2012-07,
-29.641944,30.6875,2012-07,
-28.883333,27.89,2012-07,
-30.568333,29.422778,2012-07,
-30.860139,29.07125,2012-07,
-30.570833,29.150556,2012-07,
-30.775867,29.032217,2012-07,
-34.250556,20.9925,2012-07,
-28.445556,32.325,2012-10,
-26.648056,27.089444,2012-07,
-27.902778,24.615556,2012-07,
-28.768056,20.720556,2012-07,
-31.031389,28.883333,2012-07,
-29.7775,29.470833,2012-07,
-29.987778,29.851667,2012-07,
-29.744167,29.905833,2012-07,
-33.897778,20.012778,2012-07,
-27.010111,26.698083,2012-07,
-34.065833,20.404167,2012-07,
-25.73411,27.21422,2012-07,
-27.363611,31.783333,2012-07,
-30.733889,29.828333,2012-07,
-26.970278,27.211111,2012-07,
-29.160278,26.573333,2012-07,
-33.870833,20.003333,2012-07,
-26.905,32.324722,2012-07,
-30.398056,30.601944,2012-07,
-30.27402,30.69602,2012-07,
-27.169444,29.233889,2012-07,
-29.615556,27.065278,2012-07,
-34.02861,22.22222,2012-07,
-34.405833,19.600556,2012-07,
-30.160091,27.40124,2012-07,
-30.336111,27.359444,2012-07,
-30.830556,26.921389,2012-07,
-29.658056,25.973333,2012-07,
-31.000833,26.353056,2012-07,
-30.679722,26.7125,2012-07,
-29.803611,30.516111,2012-07,
-24.679167,30.8025,2012-07,
-25.99136,27.84208,2012-07,
-33.313889,19.074722,2012-07,
-24.183889,30.823889,2012-07,
-27.802778,28.768333,2012-07,
-33.501667,21.624167,2012-07,
-24.034167,31.123611,2012-07,
-29.380556,30.2775,2012-07,
-28.058889,30.373611,2012-07,
-31.860278,18.6875,2012-07,
-27.5275,30.858056,2012-07,
-27.00222,28.76528,2012-07,
-29.758889,30.935278,2012-07,
-31.554722,29.245556,2012-07,
-26.73806,27.59194,2012-07,
-24.396194,27.089833,2012-08,
-27.169444,29.233889,2012-08,
-28.141944,26.417778,2012-08,
-28.1175,26.719444,2012-08,
-33.13083,18.86278,2012-08,
-28.75,30.442778,2012-08,
-29.161667,30.629722,2012-08,
-27.00222,28.76528,2012-08,
-26.648056,27.089444,2012-08,
-27.398611,26.614722,2012-08,
-28.376944,24.303056,2012-08,
-27.671111,27.236944,2012-08,
-28.735556,29.820556,2012-08,
-28.760833,17.730278,2012-08,
-25.99136,27.84208,2012-08,
-26.970278,27.211111,2012-08,
-33.818056,19.694722,2012-08,
-27.010111,26.698083,2012-08,
-29.641944,30.6875,2012-08,
-26.880278,26.965,2012-08,
-26.984722,26.632278,2012-08,
-34.075556,20.145556,2012-08,
-25.459639,28.264306,2012-08,
-28.338333,31.373611,2012-08,
-28.068333,31.55,2012-08,
-25.578778,29.127472,2012-08,
-25.810483,27.909552,2012-08,
-26.861111,28.884722,2012-08,
-26.45,28.085833,2012-08,
-27.273889,28.49,2012-08,
-27.802778,28.768333,2012-08,
-27.02314,28.59389,2012-08,
-27.573056,24.746389,2012-08,
-34.065833,20.404167,2012-08,
-29.7775,29.470833,2012-08,
-29.987778,29.851667,2012-08,
-29.744167,29.905833,2012-08,
-25.127778,27.628889,2012-08,
-24.69514,27.40906,2012-08,
-25.73411,27.21422,2012-08,
-26.03611,30.99778,2012-08,
-27.363611,31.783333,2012-08,
-26.73806,27.59194,2012-08,
-29.160278,26.573333,2012-08,
-34.250556,20.9925,2012-08,
-33.897778,20.012778,2012-08,
-25.20639,27.558,2012-08,
-25.49037,30.6986,2012-08,
-30.398056,30.601944,2012-08,
-30.27402,30.69602,2012-08,
-27.3,28.586944,2012-08,
-29.033333,23.983333,2012-08,
-28.69485,28.23487,2012-08,
-29.615556,27.065278,2012-08,
-28.883333,27.89,2012-08,
-34.405833,19.600556,2012-08,
-25.447222,30.711667,2012-08,
-30.135739,30.674222,2012-08,
-27.902778,24.615556,2012-08,
-30.160091,27.40124,2012-08,
-30.336111,27.359444,2012-08,
-30.830556,26.921389,2012-08,
-29.658056,25.973333,2012-08,
-31.000833,26.353056,2012-08,
-30.679722,26.7125,2012-08,
-29.803611,30.516111,2012-08,
-22.437722,31.078056,2012-08,
-24.679167,30.8025,2012-08,
-33.7075,18.974444,2012-08,
-24.183889,30.823889,2012-08,
-29.380556,30.2775,2012-08,
-33.464444,18.740556,2012-08,
-24.058889,31.237222,2012-08,
-28.058889,30.373611,2012-08,
-29.161667,23.696389,2012-08,
-28.7115,24.072889,2012-08,
-31.860278,18.6875,2012-08,
-27.937778,31.209444,2012-08,
-29.1825,23.575556,2012-08,
-34.031944,22.053333,2012-08,
-34.02861,22.22222,2012-08,
-23.838611,31.640833,2012-08,
-32.502778,19.535833,2012-08,
-29.758889,30.935278,2012-08,
-28.747778,31.745833,2012-08,
-30.860139,29.07125,2012-08,
-31.104278,29.399722,2012-08,
-31.396,29.2651,2012-08,
-31.554722,29.245556,2012-08,
-33.501667,21.624167,2012-08,
-31.5653,18.3306,2012-08,
-28.801278,31.955389,2012-08,
-30.568333,29.422778,2012-08,
-30.775867,29.032217,2012-08,
-24.282222,28.090278,2012-08,
-33.38056,19.30167,2012-08,
-28.760833,17.730278,2012-09,
-25.99136,27.84208,2012-09,
-22.437722,31.078056,2012-09,
-26.970278,27.211111,2012-09,
-27.3,28.586944,2012-09,
-31.031389,28.883333,2012-09,
-33.818056,19.694722,2012-09,
-27.010111,26.698083,2012-09,
-26.880278,26.965,2012-09,
-26.984722,26.632278,2012-09,
-27.671111,27.236944,2012-09,
-34.075556,20.145556,2012-09,
-25.459639,28.264306,2012-09,
-28.338333,31.373611,2012-09,
-28.068333,31.55,2012-09,
-27.4,26.624722,2012-09,
-29.161667,23.696389,2012-09,
-25.810483,27.909552,2012-09,
-27.602222,29.942778,2012-09,
-27.169444,29.233889,2012-09,
-26.73806,27.59194,2012-09,
-26.45,28.085833,2012-09,
-29.641944,30.6875,2012-09,
-28.7115,24.072889,2012-09,
-27.02314,28.59389,2012-09,
-27.273889,28.49,2012-09,
-29.1825,23.575556,2012-09,
-29.028629,24.638389,2012-09,
-29.987778,29.851667,2012-09,
-29.744167,29.905833,2012-09,
-29.160278,26.573333,2012-09,
-34.065833,20.404167,2012-09,
-25.127778,27.628889,2012-09,
-24.396194,27.089833,2012-09,
-24.69514,27.40906,2012-09,
-27.363611,31.783333,2012-09,
-30.733889,29.828333,2012-09,
-28.69485,28.23487,2012-09,
-29.615556,27.065278,2012-09,
-28.883333,27.89,2012-09,
-33.897778,20.012778,2012-09,
-25.20639,27.558,2012-09,
-22.769722,30.886944,2012-09,
-28.445556,32.325,2013-01,
-26.905,32.324722,2012-09,
-30.398056,30.601944,2012-09,
-30.27402,30.69602,2012-09,
-30.160091,27.40124,2012-09,
-30.336111,27.359444,2012-09,
-28.768056,20.720556,2012-09,
-34.405833,19.600556,2012-09,
-30.830556,26.921389,2012-09,
-27.00222,28.76528,2012-09,
-26.648056,27.089444,2012-09,
-31.000833,26.353056,2012-09,
-30.679722,26.7125,2012-09,
-34.329722,18.990278,2012-09,
-27.573056,24.746389,2012-09,
-29.658056,25.973333,2012-09,
-29.803611,30.516111,2012-09,
-27.935,26.126667,2012-09,
-33.313889,19.074722,2012-09,
-22.91028,29.61111,2012-09,
-27.5275,30.858056,2012-09,
-29.380556,30.2775,2012-09,
-27.802778,28.768333,2012-09,
-33.7075,18.974444,2012-09,
-23.763056,27.908611,2012-09,
-34.039722,22.133333,2012-09,
-32.595833,19.009444,2012-09,
-34.005833,22.351111,2012-09,
-31.860278,18.6875,2012-09,
-29.744167,29.905833,2013-12,
-24.282222,28.090278,2012-09,
-23.838611,31.640833,2012-09,
-24.670833,28.560833,2012-09,
-32.502778,19.535833,2012-09,
-24.183889,30.823889,2012-09,
-25.73411,27.21422,2012-09,
-31.396,29.2651,2012-09,
-31.554722,29.245556,2012-09,
-33.501667,21.624167,2012-09,
-33.38056,19.30167,2012-09,
-28.141944,26.417778,2012-09,
-28.1175,26.719444,2012-09,
-30.568333,29.422778,2012-09,
-30.570833,29.150556,2012-09,
-31.104278,29.399722,2012-09,
-31.5653,18.3306,2012-09,
-24.679167,30.8025,2012-09,
-28.747778,31.745833,2012-09,
-28.801278,31.955389,2012-09,
-28.75,30.442778,2012-09,
-29.758889,30.935278,2012-09,
-29.161667,30.629722,2012-09,
-27.389722,26.463889,2012-09,
-27.398611,26.614722,2012-09,
-30.860139,29.07125,2012-09,
-30.775867,29.032217,2012-09,
-33.13083,18.86278,2012-09,
-27.902778,24.615556,2012-09,
-24.9675,31.516667,2012-09,
-29.161667,23.696389,2012-10,
-26.861111,28.884722,2012-10,
-26.73806,27.59194,2012-10,
-26.45,28.085833,2012-10,
-33.818056,19.694722,2012-10,
-28.7115,24.072889,2012-10,
-23.658056,31.05,2012-10,
-28.735556,29.820556,2012-10,
-27.169444,29.233889,2012-10,
-27.802778,28.768333,2012-10,
-27.398611,26.614722,2012-10,
-27.671111,27.236944,2012-10,
-29.1825,23.575556,2012-10,
-34.075556,20.145556,2012-10,
-25.459639,28.264306,2012-10,
-28.338333,31.373611,2012-10,
-28.068333,31.55,2012-10,
-27.010111,26.698083,2012-10,
-25.810483,27.909552,2012-10,
-29.641944,30.6875,2012-10,
-22.769722,30.886944,2012-10,
-27.00222,28.76528,2012-10,
-27.02314,28.59389,2012-10,
-26.648056,27.089444,2012-10,
-26.880278,26.965,2012-10,
-27.273889,28.49,2012-10,
-27.4275,28.525833,2012-10,
-27.3,28.586944,2012-10,
-34.092222,21.295278,2012-10,
-25.578778,29.127472,2012-10,
-27.602222,29.942778,2012-10,
-27.573056,24.746389,2012-10,
-29.042222,24.6,2012-10,
-29.028629,24.638389,2012-10,
-29.7775,29.470833,2012-10,
-29.744167,29.905833,2012-10,
-33.897778,20.012778,2012-10,
-34.065833,20.404167,2012-10,
-25.127778,27.628889,2012-10,
-24.396194,27.089833,2012-10,
-24.69514,27.40906,2012-10,
-25.73411,27.21422,2012-10,
-30.733889,29.828333,2012-10,
-26.970278,27.211111,2012-10,
-26.984722,26.632278,2012-10,
-29.160278,26.573333,2012-10,
-28.69485,28.23487,2012-10,
-28.883333,27.89,2012-10,
-30.830556,26.921389,2012-10,
-25.20639,27.558,2012-10,
-30.398056,30.601944,2012-10,
-31.000833,26.353056,2012-10,
-28.768056,20.720556,2012-10,
-34.031944,22.053333,2012-10,
-34.039722,22.133333,2012-10,
-34.405833,19.600556,2012-10,
-34.005833,22.351111,2012-10,
-30.679722,26.7125,2012-10,
-30.160091,27.40124,2012-10,
-30.336111,27.359444,2012-10,
-28.404444,30.013056,2012-10,
-27.902778,24.615556,2012-10,
-29.658056,25.973333,2012-10,
-29.803611,30.516111,2012-10,
-25.99136,27.84208,2012-10,
-33.313889,19.074722,2012-10,
-25.681111,31.783333,2012-10,
-29.380556,30.2775,2012-10,
-27.935,26.126667,2012-10,
-34.250556,20.9925,2012-10,
-33.7075,18.974444,2012-10,
-24.768889,31.39,2012-10,
-24.9675,31.516667,2012-10,
-27.937778,31.209444,2012-10,
-32.595833,19.009444,2012-10,
-28.058889,30.373611,2012-10,
-31.860278,18.6875,2012-10,
-25.149444,31.940556,2012-10,
-32.502778,19.535833,2012-10,
-31.031389,28.883333,2012-10,
-24.679167,30.8025,2012-10,
-31.396,29.2651,2012-10,
-31.554722,29.245556,2012-10,
-24.183889,30.823889,2012-10,
-28.747778,31.745833,2012-10,
-27.389722,26.463889,2012-10,
-30.568333,29.422778,2012-10,
-30.570833,29.150556,2012-10,
-31.104278,29.399722,2012-10,
-33.501667,21.624167,2012-10,
-24.058889,31.237222,2012-10,
-28.141944,26.417778,2012-10,
-30.860139,29.07125,2012-10,
-30.775867,29.032217,2012-10,
-33.13083,18.86278,2012-10,
-28.75,30.442778,2012-10,
-29.161667,30.629722,2012-10,
-28.445556,32.325,2013-02,
-23.658056,31.05,2012-11,
-29.161667,23.696389,2012-11,
-28.7115,24.072889,2012-11,
-29.1825,23.575556,2012-11,
-29.7775,29.470833,2012-11,
-29.987778,29.851667,2012-11,
-29.744167,29.905833,2012-11,
-26.970278,27.211111,2012-11,
-26.45,28.085833,2012-11,
-33.818056,19.694722,2012-11,
-33.897778,20.012778,2012-11,
-34.065833,20.404167,2012-11,
-24.670833,28.560833,2012-11,
-25.127778,27.628889,2012-11,
-25.20639,27.558,2012-11,
-24.396194,27.089833,2012-11,
-24.69514,27.40906,2012-11,
-26.03611,30.99778,2012-11,
-27.363611,31.783333,2012-11,
-30.733889,29.828333,2012-11,
-27.389722,26.463889,2012-11,
-27.398611,26.614722,2012-11,
-27.671111,27.236944,2012-11,
-29.160278,26.573333,2012-11,
-28.69485,28.23487,2012-11,
-28.883333,27.89,2012-11,
-34.092222,21.295278,2012-11,
-34.075556,20.145556,2012-11,
-22.935,28.004167,2012-11,
-26.905,32.324722,2012-11,
-30.398056,30.601944,2012-11,
-30.27402,30.69602,2012-11,
-27.3,28.586944,2012-11,
-29.615556,27.065278,2012-11,
-34.405833,19.600556,2012-11,
-27.010111,26.698083,2012-11,
-30.830556,26.921389,2012-11,
-22.91028,29.61111,2012-11,
-26.861111,28.884722,2012-11,
-27.00222,28.76528,2012-11,
-27.02314,28.59389,2012-11,
-26.648056,27.089444,2012-11,
-26.880278,26.965,2012-11,
-26.984722,26.632278,2012-11,
-29.028629,24.638389,2012-11,
-30.679722,26.7125,2012-11,
-30.160091,27.40124,2012-11,
-30.336111,27.359444,2012-11,
-34.329722,18.990278,2012-11,
-29.658056,25.973333,2012-11,
-31.000833,26.353056,2012-11,
-29.803611,30.516111,2012-11,
-25.99136,27.84208,2012-11,
-33.38056,19.30167,2012-11,
-32.502778,19.535833,2012-11,
-31.860278,18.6875,2012-11,
-25.73411,27.21422,2012-11,
-22.437722,31.078056,2012-11,
-29.380556,30.2775,2012-11,
-27.169444,29.233889,2012-11,
-27.935,26.126667,2012-11,
-32.595833,19.009444,2012-11,
-25.459639,28.264306,2012-11,
-25.810483,27.909552,2012-11,
-33.313889,19.074722,2012-11,
-33.13083,18.86278,2012-11,
-27.5275,30.858056,2012-11,
-33.7075,18.974444,2012-11,
-34.250556,20.9925,2012-11,
-24.679167,30.8025,2012-11,
-28.116667,26.725278,2012-11,
-24.183889,30.823889,2012-11,
-31.396,29.2651,2012-11,
-31.554722,29.245556,2012-11,
-34.031944,22.053333,2012-11,
-34.039722,22.133333,2012-11,
-28.747778,31.745833,2012-11,
-28.141944,26.417778,2012-11,
-30.27402,30.69602,2012-10,
-30.570833,29.150556,2012-11,
-31.104278,29.399722,2012-11,
-34.02861,22.22222,2012-11,
-34.005833,22.351111,2012-11,
-29.140556,31.391944,2012-11,
-28.75,30.442778,2012-11,
-30.568333,29.422778,2012-11,
-31.031389,28.883333,2012-11,
-30.860139,29.07125,2012-11,
-30.775867,29.032217,2012-11,
-26.73806,27.59194,2012-11,
-28.404444,30.013056,2012-11,
-29.042222,24.6,2012-11,
-33.501667,21.624167,2012-11,
-28.338333,31.373611,2012-11,
-28.068333,31.55,2012-11,
-25.578778,29.127472,2012-11,
-27.802778,28.768333,2012-11,
-29.641944,30.6875,2012-11,
-24.925278,29.324444,2012-11,
-29.7775,29.470833,2012-12,
-29.987778,29.851667,2012-12,
-29.744167,29.905833,2012-12,
-26.970278,27.211111,2012-12,
-26.45,28.085833,2012-12,
-33.313889,19.074722,2012-12,
-25.127778,27.628889,2012-12,
-25.20639,27.558,2012-12,
-24.396194,27.089833,2012-12,
-24.69514,27.40906,2012-12,
-22.769722,30.886944,2012-12,
-27.363611,31.783333,2012-12,
-30.733889,29.828333,2012-12,
-26.861111,28.884722,2012-12,
-27.02314,28.59389,2012-12,
-27.671111,27.236944,2012-12,
-28.69485,28.23487,2012-12,
-29.615556,27.065278,2012-12,
-34.092222,21.295278,2012-12,
-33.13083,18.86278,2012-12,
-33.7075,18.974444,2012-12,
-29.161667,23.696389,2012-12,
-27.010111,26.698083,2012-12,
-30.398056,30.601944,2012-12,
-27.00222,28.76528,2012-12,
-26.648056,27.089444,2012-12,
-26.880278,26.965,2012-12,
-27.273889,28.49,2012-12,
-27.3,28.586944,2012-12,
-26.984722,26.632278,2012-12,
-30.336111,27.359444,2012-12,
-28.768056,20.720556,2012-12,
-34.039722,22.133333,2012-12,
-32.595833,19.009444,2012-12,
-31.860278,18.6875,2012-12,
-30.830556,26.921389,2012-12,
-23.658056,31.05,2012-12,
-26.905,32.324722,2012-12,
-31.000833,26.353056,2012-12,
-30.679722,26.7125,2012-12,
-33.501667,21.624167,2012-12,
-33.38056,19.30167,2012-12,
-29.803611,30.516111,2012-12,
-29.658056,25.973333,2012-12,
-28.96362,19.15486,2012-12,
-25.99136,27.84208,2012-12,
-29.380556,30.2775,2012-12,
-26.73806,27.59194,2012-12,
-30.860139,29.07125,2012-12,
-31.104278,29.399722,2012-12,
-31.396,29.2651,2012-12,
-31.554722,29.245556,2012-12,
-34.005833,22.351111,2012-12,
-30.775867,29.032217,2012-12,
-25.459639,28.264306,2012-12,
-25.810483,27.909552,2012-12,
-27.5275,30.858056,2012-12,
-28.141944,26.417778,2012-12,
-28.1175,26.719444,2012-12,
-30.568333,29.422778,2012-12,
-31.031389,28.883333,2012-12,
-30.570833,29.150556,2012-12,
-34.250556,20.9925,2012-12,
-24.670833,28.560833,2012-12,
-27.937778,31.209444,2012-12,
-27.398611,26.614722,2012-12,
-22.437722,31.078056,2012-12,
-28.735556,29.820556,2012-12,
-28.7115,24.072889,2012-12,
-29.1825,23.575556,2012-12,
-28.404444,30.013056,2012-12,
-28.75,30.442778,2012-12,
-29.161667,30.629722,2012-12,
-25.149444,31.940556,2013-01,
-27.00222,28.76528,2013-01,
-25.127778,27.628889,2013-01,
-25.99136,27.84208,2013-01,
-25.20639,27.558,2013-01,
-30.160091,27.40124,2013-01,
-28.96362,19.15486,2013-01,
-25.810483,27.909552,2013-01,
-26.73806,27.59194,2013-01,
-27.398611,26.614722,2013-01,
-27.671111,27.236944,2013-01,
-25.459639,28.264306,2013-01,
-27.010111,26.698083,2013-01,
-26.648056,27.089444,2013-01,
-26.970278,27.211111,2013-01,
-26.880278,26.965,2013-01,
-26.984722,26.632278,2013-01,
-28.747778,31.745833,2013-01,
-29.7775,29.470833,2013-01,
-29.744167,29.905833,2013-01,
-26.45,28.085833,2013-01,
-28.768056,20.720556,2013-01,
-23.658056,31.05,2013-01,
-27.169444,29.233889,2013-01,
-26.861111,28.884722,2013-01,
-29.160278,26.573333,2013-01,
-28.883333,27.89,2013-01,
-22.769722,30.886944,2013-01,
-30.398056,30.601944,2013-01,
-30.27402,30.69602,2013-01,
-27.02314,28.59389,2013-01,
-27.273889,28.49,2013-01,
-27.4275,28.525833,2013-01,
-27.3,28.586944,2013-01,
-30.830556,26.921389,2013-01,
-30.733889,29.828333,2013-01,
-29.042222,24.6,2013-01,
-29.028629,24.638389,2013-01,
-30.679722,26.7125,2013-01,
-30.336111,27.359444,2013-01,
-24.396194,27.089833,2013-01,
-29.658056,25.973333,2013-01,
-31.000833,26.353056,2013-01,
-30.534167,24.961944,2013-01,
-34.250556,20.9925,2013-01,
-29.803611,30.516111,2013-01,
-29.140556,31.391944,2013-01,
-31.396,29.2651,2013-01,
-31.554722,29.245556,2013-01,
-33.818056,19.694722,2013-01,
-34.065833,20.404167,2013-01,
-30.568333,29.422778,2013-01,
-30.570833,29.150556,2013-01,
-31.104278,29.399722,2013-01,
-34.075556,20.145556,2013-01,
-29.161667,23.696389,2013-01,
-27.802778,28.768333,2013-01,
-31.031389,28.883333,2013-01,
-30.860139,29.07125,2013-01,
-30.775867,29.032217,2013-01,
-33.501667,21.624167,2013-01,
-34.405833,19.600556,2013-01,
-28.801278,31.955389,2013-01,
-28.75,30.442778,2013-01,
-29.161667,30.629722,2013-01,
-34.329722,18.990278,2013-01,
-27.935,26.126667,2013-01,
-28.1175,26.719444,2013-01,
-34.031944,22.053333,2013-01,
-34.039722,22.133333,2013-01,
-28.338333,31.373611,2013-01,
-28.068333,31.55,2013-01,
-27.389722,26.463889,2013-01,
-28.141944,26.417778,2013-01,
-24.058889,31.237222,2013-01,
-28.445556,32.325,2013-03,
-29.641944,30.6875,2013-01,
-29.758889,30.935278,2013-01,
-34.02861,22.22222,2013-01,
-33.313889,19.074722,2013-01,
-24.69514,27.40906,2013-01,
-27.363611,31.783333,2013-01,
-28.735556,29.820556,2013-01,
-33.7075,18.974444,2013-01,
-34.005833,22.351111,2013-01,
-29.380556,30.2775,2013-01,
-32.595833,19.009444,2013-01,
-33.13083,18.86278,2013-01,
-26.905,32.324722,2013-01,
-27.902778,24.615556,2013-01,
-33.38056,19.30167,2013-01,
-32.502778,19.535833,2013-02,
-25.99136,27.84208,2013-02,
-26.73806,27.59194,2013-02,
-26.45,28.085833,2013-02,
-23.658056,31.05,2013-02,
-23.281,30.543056,2013-02,
-25.149444,31.940556,2013-02,
-27.169444,29.233889,2013-02,
-26.861111,28.884722,2013-02,
-27.398611,26.614722,2013-02,
-27.671111,27.236944,2013-02,
-29.160278,26.573333,2013-02,
-34.031944,22.053333,2013-02,
-25.459639,28.264306,2013-02,
-27.010111,26.698083,2013-02,
-25.810483,27.909552,2013-02,
-22.769722,30.886944,2013-02,
-29.744167,29.905833,2013-02,
-27.02314,28.59389,2013-02,
-26.648056,27.089444,2013-02,
-26.970278,27.211111,2013-02,
-27.273889,28.49,2013-02,
-27.4275,28.525833,2013-02,
-27.3,28.586944,2013-02,
-26.984722,26.632278,2013-02,
-28.69485,28.23487,2013-02,
-29.615556,27.065278,2013-02,
-28.883333,27.89,2013-02,
-28.75,30.442778,2013-02,
-29.161667,30.629722,2013-02,
-27.00222,28.76528,2013-02,
-30.679722,26.7125,2013-02,
-30.160091,27.40124,2013-02,
-30.336111,27.359444,2013-02,
-27.935,26.126667,2013-02,
-28.1175,26.719444,2013-02,
-29.658056,25.973333,2013-02,
-31.000833,26.353056,2013-02,
-28.96362,19.15486,2013-02,
-24.058889,31.237222,2013-02,
-31.031389,28.883333,2013-02,
-30.860139,29.07125,2013-02,
-30.775867,29.032217,2013-02,
-33.818056,19.694722,2013-02,
-34.065833,20.404167,2013-02,
-24.670833,28.560833,2013-02,
-25.127778,27.628889,2013-02,
-25.20639,27.558,2013-02,
-24.69514,27.40906,2013-02,
-28.747778,31.745833,2013-02,
-29.380556,30.2775,2013-02,
-26.880278,26.965,2013-02,
-29.042222,24.6,2013-02,
-34.075556,20.145556,2013-02,
-28.058889,30.373611,2013-02,
-29.161667,23.696389,2013-02,
-24.282222,28.090278,2013-02,
-24.396194,27.089833,2013-02,
-24.925278,29.324444,2013-02,
-27.937778,31.209444,2013-02,
-28.404444,30.013056,2013-02,
-28.768056,20.720556,2013-02,
-31.396,29.2651,2013-02,
-31.554722,29.245556,2013-02,
-33.897778,20.012778,2013-02,
-28.801278,31.955389,2013-02,
-27.5275,30.858056,2013-02,
-27.573056,24.746389,2013-02,
-30.568333,29.422778,2013-02,
-30.570833,29.150556,2013-02,
-31.104278,29.399722,2013-02,
-34.329722,18.990278,2013-02,
-29.7775,29.470833,2013-02,
-30.733889,29.828333,2013-02,
-28.068333,31.55,2013-02,
-30.27402,30.69602,2013-02,
-27.389722,26.463889,2013-02,
-28.141944,26.417778,2013-02,
-34.250556,20.9925,2013-02,
-28.445556,32.325,2013-04,
-30.135739,30.674222,2013-02,
-28.735556,29.820556,2013-02,
-33.501667,21.624167,2013-02,
-33.38056,19.30167,2013-02,
-33.313889,19.074722,2013-02,
-22.935,28.004167,2013-02,
-23.763056,27.908611,2013-02,
-22.548889,28.898056,2013-02,
-22.91028,29.61111,2013-02,
-27.363611,31.783333,2013-02,
-33.7075,18.974444,2013-02,
-29.641944,30.6875,2013-02,
-27.602222,29.942778,2013-02,
-32.595833,19.009444,2013-02,
-33.088833,19.218783,2013-02,
-33.13083,18.86278,2013-02,
-32.94583,18.33667,2013-02,
-26.905,32.324722,2013-02,
-34.092222,21.295278,2013-02,
-27.902778,24.615556,2013-03,
-25.99136,27.84208,2013-03,
-26.73806,27.59194,2013-03,
-26.45,28.085833,2013-03,
-23.658056,31.05,2013-03,
-23.281,30.543056,2013-03,
